"global_var_name","file","start_line","end_line"
"error","/home/runner/work/redis/redis/src/redis-check-aof.c",59,59
"nothrow","/usr/include/c++/13/new",99,99
"c","/home/runner/work/redis/redis/src/rand.c",68,68
"powers_ten","/home/runner/work/redis/redis/deps/fpconv/fpconv_powers.h",54,54
"k","/home/runner/work/redis/redis/src/sha256.c",32,32
"hiredisAllocFns","/home/runner/work/redis/redis/deps/hiredis/alloc.c",36,36
"tens","/home/runner/work/redis/redis/deps/fpconv/fpconv_dtoa.c",54,54
"a","/home/runner/work/redis/redis/src/rand.c",68,68
"callbackDict","/home/runner/work/redis/redis/deps/hiredis/async.c",97,97
"src","/home/runner/work/redis/redis/tests/modules/eventloop.c",23,23
"stderr","/usr/x86_64-linux-gnu/include/stdio.h",151,151
"stdout","/usr/x86_64-linux-gnu/include/stdio.h",150,150
"stdin","/usr/x86_64-linux-gnu/include/stdio.h",149,149
"output","/home/runner/work/redis/redis/deps/lua/src/luac.c",33,33
"defaultFunctions","/home/runner/work/redis/redis/deps/hiredis/hiredis.c",69,69
"redisContextDefaultFuncs","/home/runner/work/redis/redis/deps/hiredis/hiredis.c",50,50
"__environ","/usr/x86_64-linux-gnu/include/unistd.h",564,564
"program_invocation_short_name","/usr/x86_64-linux-gnu/include/errno.h",46,46
"program_invocation_name","/usr/x86_64-linux-gnu/include/errno.h",45,45
"line","/home/runner/work/redis/redis/src/redis-check-aof.c",61,61
"CLASSIC_FOOTER","/home/runner/work/redis/redis/deps/hdr_histogram/hdr_histogram.c",1168,1168
"optopt","/usr/x86_64-linux-gnu/include/bits/getopt_core.h",59,59
"opterr","/usr/x86_64-linux-gnu/include/bits/getopt_core.h",55,55
"optind","/usr/x86_64-linux-gnu/include/bits/getopt_core.h",50,50
"optarg","/usr/x86_64-linux-gnu/include/bits/getopt_core.h",36,36
"signgam","/usr/x86_64-linux-gnu/include/math.h",854,854
"in6addr_loopback","/usr/x86_64-linux-gnu/include/netinet/in.h",238,238
"in6addr_any","/usr/x86_64-linux-gnu/include/netinet/in.h",237,237
"config_stats","/home/runner/work/redis/redis/deps/jemalloc/include/jemalloc/internal/jemalloc_preamble.h",124,124
"config","/home/runner/work/redis/redis/src/redis-benchmark.c",108,108
"config","/home/runner/work/redis/redis/src/redis-cli.c",270,270
"opt_retain","/home/runner/work/redis/redis/deps/jemalloc/src/extent_mmap.c",10,10
"opt_dirty_decay_ms","/home/runner/work/redis/redis/deps/jemalloc/src/arena.c",33,33
"have_dss","/home/runner/work/redis/redis/deps/jemalloc/include/jemalloc/internal/jemalloc_preamble.h",67,67
"opt_muzzy_decay_ms","/home/runner/work/redis/redis/deps/jemalloc/src/arena.c",34,34
"arena_binind_div_info","/home/runner/work/redis/redis/deps/jemalloc/src/arena.c",42,42
"have_background_thread","/home/runner/work/redis/redis/deps/jemalloc/include/jemalloc/internal/jemalloc_preamble.h",240,240
"arena_bin_offsets","/home/runner/work/redis/redis/deps/jemalloc/src/arena.c",47,47
"bin_infos","/home/runner/work/redis/redis/deps/jemalloc/src/bin_info.c",6,6
"arena_pa_central_global","/home/runner/work/redis/redis/deps/jemalloc/src/arena.c",40,40
"hpa_hooks_default","/home/runner/work/redis/redis/deps/jemalloc/src/hpa_hooks.c",14,14
"opt_oversize_threshold","/home/runner/work/redis/redis/deps/jemalloc/src/arena.c",44,44
"oversize_threshold","/home/runner/work/redis/redis/deps/jemalloc/src/arena.c",45,45
"config_prof","/home/runner/work/redis/redis/deps/jemalloc/include/jemalloc/internal/jemalloc_preamble.h",96,96
"opt_prof","/home/runner/work/redis/redis/deps/jemalloc/src/prof.c",26,26
"config_opt_safety_checks","/home/runner/work/redis/redis/deps/jemalloc/include/jemalloc/internal/jemalloc_preamble.h",174,174
"arena_emap_global","/home/runner/work/redis/redis/deps/jemalloc/src/arena.c",39,39
"opt_hpa","/home/runner/work/redis/redis/deps/jemalloc/src/jemalloc.c",161,161
"opt_hpa_opts","/home/runner/work/redis/redis/deps/jemalloc/src/jemalloc.c",162,162
"opt_hpa_sec_opts","/home/runner/work/redis/redis/deps/jemalloc/src/jemalloc.c",163,163
"test_hooks_arena_new_hook","/home/runner/work/redis/redis/deps/jemalloc/src/test_hooks.c",9,9
"je_opt_retain","/home/runner/work/redis/redis/deps/jemalloc/src/extent_mmap.c",10,10
"batch","/home/runner/work/redis/redis/src/memory_prefetch.c",85,85
"je_opt_prof","/home/runner/work/redis/redis/deps/jemalloc/src/prof.c",26,26
"tcache_maxclass","/home/runner/work/redis/redis/deps/jemalloc/src/tcache.c",69,69
"narenas_auto","/home/runner/work/redis/redis/deps/jemalloc/src/jemalloc.c",180,180
"manual_arena_base","/home/runner/work/redis/redis/deps/jemalloc/src/jemalloc.c",181,181
"sz_large_pad","/home/runner/work/redis/redis/deps/jemalloc/src/sz.c",7,7
"arena_config_default","/home/runner/work/redis/redis/deps/jemalloc/src/arena.c",52,52
"huge_arena_ind","/home/runner/work/redis/redis/deps/jemalloc/src/arena.c",50,50
"nbins_total","/home/runner/work/redis/redis/deps/jemalloc/src/arena.c",48,48
"muzzy_decay_ms_default","/home/runner/work/redis/redis/deps/jemalloc/src/arena.c",37,37
"dirty_decay_ms_default","/home/runner/work/redis/redis/deps/jemalloc/src/arena.c",36,36
"opt_percpu_arena","/home/runner/work/redis/redis/deps/jemalloc/src/arena.c",31,31
"percpu_arena_mode_names","/home/runner/work/redis/redis/deps/jemalloc/src/arena.c",24,24
"nhbins","/home/runner/work/redis/redis/deps/jemalloc/src/tcache.c",67,67
"tcache_bin_info","/home/runner/work/redis/redis/deps/jemalloc/src/tcache.c",60,60
"nstime_update","/home/runner/work/redis/redis/deps/jemalloc/src/nstime.c",275,275
"dss_prec_names","/home/runner/work/redis/redis/deps/jemalloc/src/extent_dss.c",13,13
"je_arena_config_default","/home/runner/work/redis/redis/deps/jemalloc/src/arena.c",52,52
"ehooks_default_extent_hooks","/home/runner/work/redis/redis/deps/jemalloc/src/ehooks.c",257,257
"je_arena_bin_offsets","/home/runner/work/redis/redis/deps/jemalloc/src/arena.c",47,47
"je_oversize_threshold","/home/runner/work/redis/redis/deps/jemalloc/src/arena.c",45,45
"je_opt_oversize_threshold","/home/runner/work/redis/redis/deps/jemalloc/src/arena.c",44,44
"je_arena_binind_div_info","/home/runner/work/redis/redis/deps/jemalloc/src/arena.c",42,42
"je_arena_pa_central_global","/home/runner/work/redis/redis/deps/jemalloc/src/arena.c",40,40
"je_arena_emap_global","/home/runner/work/redis/redis/deps/jemalloc/src/arena.c",39,39
"je_opt_muzzy_decay_ms","/home/runner/work/redis/redis/deps/jemalloc/src/arena.c",34,34
"je_opt_dirty_decay_ms","/home/runner/work/redis/redis/deps/jemalloc/src/arena.c",33,33
"je_opt_percpu_arena","/home/runner/work/redis/redis/deps/jemalloc/src/arena.c",31,31
"je_percpu_arena_mode_names","/home/runner/work/redis/redis/deps/jemalloc/src/arena.c",24,24
"environ","/usr/x86_64-linux-gnu/include/unistd.h",25,25
"environ","/usr/x86_64-linux-gnu/include/unistd.h",25,57
"environ","/usr/x86_64-linux-gnu/include/unistd.h",25,106
"environ","/usr/x86_64-linux-gnu/include/unistd.h",25,566
"environ","/usr/x86_64-linux-gnu/include/unistd.h",25,2427
"environ","/usr/x86_64-linux-gnu/include/unistd.h",57,25
"environ","/usr/x86_64-linux-gnu/include/unistd.h",57,57
"environ","/usr/x86_64-linux-gnu/include/unistd.h",57,106
"environ","/usr/x86_64-linux-gnu/include/unistd.h",57,566
"environ","/usr/x86_64-linux-gnu/include/unistd.h",57,2427
"environ","/usr/x86_64-linux-gnu/include/unistd.h",106,25
"environ","/usr/x86_64-linux-gnu/include/unistd.h",106,57
"environ","/usr/x86_64-linux-gnu/include/unistd.h",106,106
"environ","/usr/x86_64-linux-gnu/include/unistd.h",106,566
"environ","/usr/x86_64-linux-gnu/include/unistd.h",106,2427
"environ","/usr/x86_64-linux-gnu/include/unistd.h",566,25
"environ","/usr/x86_64-linux-gnu/include/unistd.h",566,57
"environ","/usr/x86_64-linux-gnu/include/unistd.h",566,106
"environ","/usr/x86_64-linux-gnu/include/unistd.h",566,566
"environ","/usr/x86_64-linux-gnu/include/unistd.h",566,2427
"environ","/usr/x86_64-linux-gnu/include/unistd.h",2427,25
"environ","/usr/x86_64-linux-gnu/include/unistd.h",2427,57
"environ","/usr/x86_64-linux-gnu/include/unistd.h",2427,106
"environ","/usr/x86_64-linux-gnu/include/unistd.h",2427,566
"environ","/usr/x86_64-linux-gnu/include/unistd.h",2427,2427
"environ","/home/runner/work/redis/redis/src/sentinel.c",25,25
"environ","/home/runner/work/redis/redis/src/sentinel.c",25,57
"environ","/home/runner/work/redis/redis/src/sentinel.c",25,106
"environ","/home/runner/work/redis/redis/src/sentinel.c",25,566
"environ","/home/runner/work/redis/redis/src/sentinel.c",25,2427
"environ","/home/runner/work/redis/redis/src/sentinel.c",57,25
"environ","/home/runner/work/redis/redis/src/sentinel.c",57,57
"environ","/home/runner/work/redis/redis/src/sentinel.c",57,106
"environ","/home/runner/work/redis/redis/src/sentinel.c",57,566
"environ","/home/runner/work/redis/redis/src/sentinel.c",57,2427
"environ","/home/runner/work/redis/redis/src/sentinel.c",106,25
"environ","/home/runner/work/redis/redis/src/sentinel.c",106,57
"environ","/home/runner/work/redis/redis/src/sentinel.c",106,106
"environ","/home/runner/work/redis/redis/src/sentinel.c",106,566
"environ","/home/runner/work/redis/redis/src/sentinel.c",106,2427
"environ","/home/runner/work/redis/redis/src/sentinel.c",566,25
"environ","/home/runner/work/redis/redis/src/sentinel.c",566,57
"environ","/home/runner/work/redis/redis/src/sentinel.c",566,106
"environ","/home/runner/work/redis/redis/src/sentinel.c",566,566
"environ","/home/runner/work/redis/redis/src/sentinel.c",566,2427
"environ","/home/runner/work/redis/redis/src/sentinel.c",2427,25
"environ","/home/runner/work/redis/redis/src/sentinel.c",2427,57
"environ","/home/runner/work/redis/redis/src/sentinel.c",2427,106
"environ","/home/runner/work/redis/redis/src/sentinel.c",2427,566
"environ","/home/runner/work/redis/redis/src/sentinel.c",2427,2427
"environ","/home/runner/work/redis/redis/src/setproctitle.c",25,25
"environ","/home/runner/work/redis/redis/src/setproctitle.c",25,57
"environ","/home/runner/work/redis/redis/src/setproctitle.c",25,106
"environ","/home/runner/work/redis/redis/src/setproctitle.c",25,566
"environ","/home/runner/work/redis/redis/src/setproctitle.c",25,2427
"environ","/home/runner/work/redis/redis/src/setproctitle.c",57,25
"environ","/home/runner/work/redis/redis/src/setproctitle.c",57,57
"environ","/home/runner/work/redis/redis/src/setproctitle.c",57,106
"environ","/home/runner/work/redis/redis/src/setproctitle.c",57,566
"environ","/home/runner/work/redis/redis/src/setproctitle.c",57,2427
"environ","/home/runner/work/redis/redis/src/setproctitle.c",106,25
"environ","/home/runner/work/redis/redis/src/setproctitle.c",106,57
"environ","/home/runner/work/redis/redis/src/setproctitle.c",106,106
"environ","/home/runner/work/redis/redis/src/setproctitle.c",106,566
"environ","/home/runner/work/redis/redis/src/setproctitle.c",106,2427
"environ","/home/runner/work/redis/redis/src/setproctitle.c",566,25
"environ","/home/runner/work/redis/redis/src/setproctitle.c",566,57
"environ","/home/runner/work/redis/redis/src/setproctitle.c",566,106
"environ","/home/runner/work/redis/redis/src/setproctitle.c",566,566
"environ","/home/runner/work/redis/redis/src/setproctitle.c",566,2427
"environ","/home/runner/work/redis/redis/src/setproctitle.c",2427,25
"environ","/home/runner/work/redis/redis/src/setproctitle.c",2427,57
"environ","/home/runner/work/redis/redis/src/setproctitle.c",2427,106
"environ","/home/runner/work/redis/redis/src/setproctitle.c",2427,566
"environ","/home/runner/work/redis/redis/src/setproctitle.c",2427,2427
"environ","/home/runner/work/redis/redis/src/server.c",25,25
"environ","/home/runner/work/redis/redis/src/server.c",25,57
"environ","/home/runner/work/redis/redis/src/server.c",25,106
"environ","/home/runner/work/redis/redis/src/server.c",25,566
"environ","/home/runner/work/redis/redis/src/server.c",25,2427
"environ","/home/runner/work/redis/redis/src/server.c",57,25
"environ","/home/runner/work/redis/redis/src/server.c",57,57
"environ","/home/runner/work/redis/redis/src/server.c",57,106
"environ","/home/runner/work/redis/redis/src/server.c",57,566
"environ","/home/runner/work/redis/redis/src/server.c",57,2427
"environ","/home/runner/work/redis/redis/src/server.c",106,25
"environ","/home/runner/work/redis/redis/src/server.c",106,57
"environ","/home/runner/work/redis/redis/src/server.c",106,106
"environ","/home/runner/work/redis/redis/src/server.c",106,566
"environ","/home/runner/work/redis/redis/src/server.c",106,2427
"environ","/home/runner/work/redis/redis/src/server.c",566,25
"environ","/home/runner/work/redis/redis/src/server.c",566,57
"environ","/home/runner/work/redis/redis/src/server.c",566,106
"environ","/home/runner/work/redis/redis/src/server.c",566,566
"environ","/home/runner/work/redis/redis/src/server.c",566,2427
"environ","/home/runner/work/redis/redis/src/server.c",2427,25
"environ","/home/runner/work/redis/redis/src/server.c",2427,57
"environ","/home/runner/work/redis/redis/src/server.c",2427,106
"environ","/home/runner/work/redis/redis/src/server.c",2427,566
"environ","/home/runner/work/redis/redis/src/server.c",2427,2427
"witness_owner_error","/home/runner/work/redis/redis/deps/jemalloc/src/witness.c",63,63
"witness_not_owner_error","/home/runner/work/redis/redis/deps/jemalloc/src/witness.c",72,72
"witness_lock_error","/home/runner/work/redis/redis/deps/jemalloc/src/witness.c",55,55
"witness_depth_error","/home/runner/work/redis/redis/deps/jemalloc/src/witness.c",84,84
"tsd_tsd","/home/runner/work/redis/redis/deps/jemalloc/src/tsd.c",22,22
"tsd_tls","/home/runner/work/redis/redis/deps/jemalloc/src/tsd.c",21,21
"tsd_booted","/home/runner/work/redis/redis/deps/jemalloc/src/tsd.c",23,23
"ticker_geom_table","/home/runner/work/redis/redis/deps/jemalloc/src/ticker.c",23,23
"test_hooks_libc_hook","/home/runner/work/redis/redis/deps/jemalloc/src/test_hooks.c",12,12
"tcaches","/home/runner/work/redis/redis/deps/jemalloc/src/tcache.c",71,71
"opt_tcache_nslots_small_min","/home/runner/work/redis/redis/deps/jemalloc/src/tcache.c",19,19
"opt_tcache_nslots_small_max","/home/runner/work/redis/redis/deps/jemalloc/src/tcache.c",20,20
"opt_tcache_nslots_large","/home/runner/work/redis/redis/deps/jemalloc/src/tcache.c",21,21
"opt_tcache_max","/home/runner/work/redis/redis/deps/jemalloc/src/tcache.c",16,16
"opt_tcache_gc_incr_bytes","/home/runner/work/redis/redis/deps/jemalloc/src/tcache.c",37,37
"opt_tcache_gc_delay_bytes","/home/runner/work/redis/redis/deps/jemalloc/src/tcache.c",51,51
"opt_tcache","/home/runner/work/redis/redis/deps/jemalloc/src/tcache.c",13,13
"opt_lg_tcache_nslots_mul","/home/runner/work/redis/redis/deps/jemalloc/src/tcache.c",31,31
"opt_lg_tcache_flush_small_div","/home/runner/work/redis/redis/deps/jemalloc/src/tcache.c",57,57
"opt_lg_tcache_flush_large_div","/home/runner/work/redis/redis/deps/jemalloc/src/tcache.c",58,58
"sz_size2index_tab","/home/runner/work/redis/redis/deps/jemalloc/src/sz.c",89,89
"sz_pind2sz_tab","/home/runner/work/redis/redis/deps/jemalloc/src/sz.c",6,6
"sz_index2size_tab","/home/runner/work/redis/redis/deps/jemalloc/src/sz.c",73,73
"opt_stats_print_opts","/home/runner/work/redis/redis/deps/jemalloc/src/stats.c",58,58
"opt_stats_print","/home/runner/work/redis/redis/deps/jemalloc/src/stats.c",57,57
"opt_stats_interval_opts","/home/runner/work/redis/redis/deps/jemalloc/src/stats.c",61,61
"opt_stats_interval","/home/runner/work/redis/redis/deps/jemalloc/src/stats.c",60,60
"global_mutex_names","/home/runner/work/redis/redis/deps/jemalloc/src/stats.c",12,12
"arena_mutex_names","/home/runner/work/redis/redis/deps/jemalloc/src/stats.c",18,18
"prof_sys_thread_name_read","/home/runner/work/redis/redis/deps/jemalloc/src/prof_sys.c",316,316
"prof_dump_write_file","/home/runner/work/redis/redis/deps/jemalloc/src/prof_sys.c",403,403
"prof_dump_open_maps","/home/runner/work/redis/redis/deps/jemalloc/src/prof_sys.c",468,468
"prof_dump_open_file","/home/runner/work/redis/redis/deps/jemalloc/src/prof_sys.c",393,393
"prof_dump_filename_mtx","/home/runner/work/redis/redis/deps/jemalloc/src/prof_sys.c",28,28
"prof_do_mock","/home/runner/work/redis/redis/deps/jemalloc/src/prof_sys.c",30,30
"prof_base","/home/runner/work/redis/redis/deps/jemalloc/src/prof_sys.c",40,40
"prof_stats_mtx","/home/runner/work/redis/redis/deps/jemalloc/src/prof_stats.c",7,7
"opt_prof_stats","/home/runner/work/redis/redis/deps/jemalloc/src/prof_stats.c",6,6
"prof_recent_dump_mtx","/home/runner/work/redis/redis/deps/jemalloc/src/prof_recent.c",16,16
"prof_recent_alloc_mtx","/home/runner/work/redis/redis/deps/jemalloc/src/prof_recent.c",11,11
"prof_recent_alloc_list","/home/runner/work/redis/redis/deps/jemalloc/src/prof_recent.c",14,14
"opt_prof_recent_alloc_max","/home/runner/work/redis/redis/deps/jemalloc/src/prof_recent.c",10,10
"prof_logging_state","/home/runner/work/redis/redis/deps/jemalloc/src/prof_log.c",28,28
"opt_prof_log","/home/runner/work/redis/redis/deps/jemalloc/src/prof_log.c",15,15
"log_mtx","/home/runner/work/redis/redis/deps/jemalloc/src/prof_log.c",107,107
"tdatas_mtx","/home/runner/work/redis/redis/deps/jemalloc/src/prof_data.c",29,29
"tdata_locks","/home/runner/work/redis/redis/deps/jemalloc/src/prof_data.c",48,48
"prof_unbiased_sz","/home/runner/work/redis/redis/deps/jemalloc/src/prof_data.c",62,62
"prof_shifted_unbiased_cnt","/home/runner/work/redis/redis/deps/jemalloc/src/prof_data.c",63,63
"prof_dump_mtx","/home/runner/work/redis/redis/deps/jemalloc/src/prof_data.c",30,30
"gctx_locks","/home/runner/work/redis/redis/deps/jemalloc/src/prof_data.c",39,39
"bt2gctx_mtx","/home/runner/work/redis/redis/deps/jemalloc/src/prof_data.c",28,28
"prof_interval","/home/runner/work/redis/redis/deps/jemalloc/src/prof.c",64,64
"prof_gdump_val","/home/runner/work/redis/redis/deps/jemalloc/src/prof.c",61,61
"prof_dump_hook","/home/runner/work/redis/redis/deps/jemalloc/src/prof.c",78,78
"prof_booted","/home/runner/work/redis/redis/deps/jemalloc/src/prof.c",72,72
"prof_backtrace_hook","/home/runner/work/redis/redis/deps/jemalloc/src/prof.c",75,75
"prof_active_state","/home/runner/work/redis/redis/deps/jemalloc/src/prof.c",47,47
"opt_prof_unbias","/home/runner/work/redis/redis/deps/jemalloc/src/prof.c",38,38
"opt_prof_thread_active_init","/home/runner/work/redis/redis/deps/jemalloc/src/prof.c",28,28
"opt_prof_sys_thread_name","/home/runner/work/redis/redis/deps/jemalloc/src/prof.c",37,37
"opt_prof_prefix","/home/runner/work/redis/redis/deps/jemalloc/src/prof.c",36,36
"opt_prof_leak_error","/home/runner/work/redis/redis/deps/jemalloc/src/prof.c",34,34
"opt_prof_leak","/home/runner/work/redis/redis/deps/jemalloc/src/prof.c",33,33
"opt_prof_gdump","/home/runner/work/redis/redis/deps/jemalloc/src/prof.c",31,31
"opt_prof_final","/home/runner/work/redis/redis/deps/jemalloc/src/prof.c",32,32
"opt_prof_active","/home/runner/work/redis/redis/deps/jemalloc/src/prof.c",27,27
"opt_prof_accum","/home/runner/work/redis/redis/deps/jemalloc/src/prof.c",35,35
"opt_lg_prof_sample","/home/runner/work/redis/redis/deps/jemalloc/src/prof.c",29,29
"opt_lg_prof_interval","/home/runner/work/redis/redis/deps/jemalloc/src/prof.c",30,30
"lg_prof_sample","/home/runner/work/redis/redis/deps/jemalloc/src/prof.c",66,66
"thp_mode_names","/home/runner/work/redis/redis/deps/jemalloc/src/pages.c",38,38
"opt_thp","/home/runner/work/redis/redis/deps/jemalloc/src/pages.c",44,44
"init_system_thp_mode","/home/runner/work/redis/redis/deps/jemalloc/src/pages.c",45,45
"prof_time_res_mode_names","/home/runner/work/redis/redis/deps/jemalloc/src/nstime.c",231,231
"opt_prof_time_res","/home/runner/work/redis/redis/deps/jemalloc/src/nstime.c",228,228
"nstime_prof_update","/home/runner/work/redis/redis/deps/jemalloc/src/nstime.c",261,261
"nstime_monotonic","/home/runner/work/redis/redis/deps/jemalloc/src/nstime.c",226,226
"opt_mutex_max_spin","/home/runner/work/redis/redis/deps/jemalloc/src/mutex.c",16,16
"log_var_names","/home/runner/work/redis/redis/deps/jemalloc/src/log.c",6,6
"log_init_done","/home/runner/work/redis/redis/deps/jemalloc/src/log.c",7,7
"san_cache_bin_nonfast_mask","/home/runner/work/redis/redis/deps/jemalloc/src/san.c",20,20
"opt_san_guard_small","/home/runner/work/redis/redis/deps/jemalloc/src/san.c",11,11
"opt_san_guard_large","/home/runner/work/redis/redis/deps/jemalloc/src/san.c",10,10
"opt_lg_san_uaf_align","/home/runner/work/redis/redis/deps/jemalloc/src/san.c",14,14
"opt_dss","/home/runner/work/redis/redis/deps/jemalloc/src/extent_dss.c",11,11
"opt_lg_extent_max_active_fit","/home/runner/work/redis/redis/deps/jemalloc/src/extent.c",14,14
"opt_metadata_thp","/home/runner/work/redis/redis/deps/jemalloc/src/base.c",23,23
"metadata_thp_mode_names","/home/runner/work/redis/redis/deps/jemalloc/src/base.c",25,25
"opt_max_background_threads","/home/runner/work/redis/redis/deps/jemalloc/src/background_thread.c",15,15
"opt_background_thread","/home/runner/work/redis/redis/deps/jemalloc/src/background_thread.c",14,14
"n_background_threads","/home/runner/work/redis/redis/deps/jemalloc/src/background_thread.c",21,21
"max_background_threads","/home/runner/work/redis/redis/deps/jemalloc/src/background_thread.c",22,22
"background_thread_lock","/home/runner/work/redis/redis/deps/jemalloc/src/background_thread.c",18,18
"background_thread_info","/home/runner/work/redis/redis/deps/jemalloc/src/background_thread.c",24,24
"background_thread_enabled_state","/home/runner/work/redis/redis/deps/jemalloc/src/background_thread.c",20,20
"zero_realloc_mode_names","/home/runner/work/redis/redis/deps/jemalloc/src/jemalloc.c",124,124
"zero_realloc_count","/home/runner/work/redis/redis/deps/jemalloc/src/jemalloc.c",122,122
"opt_zero_realloc_action","/home/runner/work/redis/redis/deps/jemalloc/src/jemalloc.c",114,114
"opt_zero","/home/runner/work/redis/redis/deps/jemalloc/src/jemalloc.c",151,151
"opt_xmalloc","/home/runner/work/redis/redis/deps/jemalloc/src/jemalloc.c",149,149
"opt_utrace","/home/runner/work/redis/redis/deps/jemalloc/src/jemalloc.c",148,148
"opt_trust_madvise","/home/runner/work/redis/redis/deps/jemalloc/src/jemalloc.c",98,98
"opt_narenas_ratio","/home/runner/work/redis/redis/deps/jemalloc/src/jemalloc.c",153,153
"opt_narenas","/home/runner/work/redis/redis/deps/jemalloc/src/jemalloc.c",152,152
"opt_junk_free","/home/runner/work/redis/redis/deps/jemalloc/src/jemalloc.c",91,91
"opt_junk_alloc","/home/runner/work/redis/redis/deps/jemalloc/src/jemalloc.c",84,84
"opt_junk","/home/runner/work/redis/redis/deps/jemalloc/src/jemalloc.c",77,77
"opt_experimental_infallible_new","/home/runner/work/redis/redis/deps/jemalloc/src/jemalloc.c",150,150
"opt_confirm_conf","/home/runner/work/redis/redis/deps/jemalloc/src/jemalloc.c",76,76
"opt_cache_oblivious","/home/runner/work/redis/redis/deps/jemalloc/src/jemalloc.c",106,106
"opt_abort_conf","/home/runner/work/redis/redis/deps/jemalloc/src/jemalloc.c",68,68
"opt_abort","/home/runner/work/redis/redis/deps/jemalloc/src/jemalloc.c",61,61
"ncpus","/home/runner/work/redis/redis/deps/jemalloc/src/jemalloc.c",155,155
"malloc_slow","/home/runner/work/redis/redis/deps/jemalloc/src/jemalloc.c",186,186
"malloc_init_state","/home/runner/work/redis/redis/deps/jemalloc/src/jemalloc.c",183,183
"junk_free_callback","/home/runner/work/redis/redis/deps/jemalloc/src/jemalloc.c",146,146
"junk_alloc_callback","/home/runner/work/redis/redis/deps/jemalloc/src/jemalloc.c",145,145
"arenas_lock","/home/runner/work/redis/redis/deps/jemalloc/src/jemalloc.c",158,158
"arenas","/home/runner/work/redis/redis/deps/jemalloc/src/jemalloc.c",176,176
"je_test_hooks_libc_hook","/home/runner/work/redis/redis/deps/jemalloc/src/test_hooks.c",12,12
"je_test_hooks_arena_new_hook","/home/runner/work/redis/redis/deps/jemalloc/src/test_hooks.c",9,9
"have_memcntl","/home/runner/work/redis/redis/deps/jemalloc/include/jemalloc/internal/jemalloc_preamble.h",255,255
"config_high_res_timer","/home/runner/work/redis/redis/deps/jemalloc/include/jemalloc/internal/jemalloc_preamble.h",247,247
"force_ivsalloc","/home/runner/work/redis/redis/deps/jemalloc/include/jemalloc/internal/jemalloc_preamble.h",233,233
"have_percpu_arena","/home/runner/work/redis/redis/deps/jemalloc/include/jemalloc/internal/jemalloc_preamble.h",222,222
"config_enable_cxx","/home/runner/work/redis/redis/deps/jemalloc/include/jemalloc/internal/jemalloc_preamble.h",210,210
"config_uaf_detection","/home/runner/work/redis/redis/deps/jemalloc/include/jemalloc/internal/jemalloc_preamble.h",201,201
"config_opt_size_checks","/home/runner/work/redis/redis/deps/jemalloc/include/jemalloc/internal/jemalloc_preamble.h",193,193
"config_log","/home/runner/work/redis/redis/deps/jemalloc/include/jemalloc/internal/jemalloc_preamble.h",163,163
"config_cache_oblivious","/home/runner/work/redis/redis/deps/jemalloc/include/jemalloc/internal/jemalloc_preamble.h",152,152
"config_xmalloc","/home/runner/work/redis/redis/deps/jemalloc/include/jemalloc/internal/jemalloc_preamble.h",145,145
"config_utrace","/home/runner/work/redis/redis/deps/jemalloc/include/jemalloc/internal/jemalloc_preamble.h",138,138
"config_tls","/home/runner/work/redis/redis/deps/jemalloc/include/jemalloc/internal/jemalloc_preamble.h",131,131
"maps_coalesce","/home/runner/work/redis/redis/deps/jemalloc/include/jemalloc/internal/jemalloc_preamble.h",117,117
"config_prof_libunwind","/home/runner/work/redis/redis/deps/jemalloc/include/jemalloc/internal/jemalloc_preamble.h",110,110
"config_prof_libgcc","/home/runner/work/redis/redis/deps/jemalloc/include/jemalloc/internal/jemalloc_preamble.h",103,103
"config_malloc_conf","/home/runner/work/redis/redis/deps/jemalloc/include/jemalloc/internal/jemalloc_preamble.h",95,95
"config_lazy_lock","/home/runner/work/redis/redis/deps/jemalloc/include/jemalloc/internal/jemalloc_preamble.h",88,88
"config_fill","/home/runner/work/redis/redis/deps/jemalloc/include/jemalloc/internal/jemalloc_preamble.h",81,81
"have_madvise_huge","/home/runner/work/redis/redis/deps/jemalloc/include/jemalloc/internal/jemalloc_preamble.h",74,74
"config_debug","/home/runner/work/redis/redis/deps/jemalloc/include/jemalloc/internal/jemalloc_preamble.h",60,60
"x","/home/runner/work/redis/redis/src/rand.c",68,68
"je_prof_time_res_mode_names","/home/runner/work/redis/redis/deps/jemalloc/src/nstime.c",231,231
"je_opt_prof_time_res","/home/runner/work/redis/redis/deps/jemalloc/src/nstime.c",228,228
"je_nstime_prof_update","/home/runner/work/redis/redis/deps/jemalloc/src/nstime.c",261,261
"je_nstime_update","/home/runner/work/redis/redis/deps/jemalloc/src/nstime.c",275,275
"je_nstime_monotonic","/home/runner/work/redis/redis/deps/jemalloc/src/nstime.c",226,226
"nstime_zero","/home/runner/work/redis/redis/deps/jemalloc/include/jemalloc/internal/nstime.h",21,21
"je_arenas","/home/runner/work/redis/redis/deps/jemalloc/src/jemalloc.c",176,176
"je_manual_arena_base","/home/runner/work/redis/redis/deps/jemalloc/src/jemalloc.c",181,181
"je_narenas_auto","/home/runner/work/redis/redis/deps/jemalloc/src/jemalloc.c",180,180
"je_ncpus","/home/runner/work/redis/redis/deps/jemalloc/src/jemalloc.c",155,155
"je_san_cache_bin_nonfast_mask","/home/runner/work/redis/redis/deps/jemalloc/src/san.c",20,20
